,Property_Code,Tenant_Code,Event,DateOccurred,Unit_Code,DateMoveIn,DateMoveOut,Rent,Vacancy,SQFT,BedRooms,Bathroom,chrent,LengthStay,Apt Size
245,ce,t0013846,Rent Change,6/30/2015,C5271K,7/1/2012,,637.0,0,675,1,1.0,19.0,,medium
246,ce,t0013846,Rent Change,6/30/2016,C5271K,7/1/2012,5/5/2017,659.0,1,675,1,1.0,22.0,309 days 00:00:00.000000000,medium
247,ce,t0013846,Rent Change,6/30/2017,S1500-3E,5/5/2017,,779.0,0,955,2,1.0,120.0,,medium
248,ce,t0013846,Rent Change,4/30/2018,S1500-3E,5/5/2017,,814.0,0,955,2,1.0,35.0,,medium
249,ce,t0013846,Rent Change,5/31/2018,S1500-3E,5/5/2017,,819.0,0,955,2,1.0,5.0,,medium
251,ce,t0013847,Rent Change,6/30/2013,C5271L,7/1/2010,9/30/2014,600.0,1,675,1,1.0,10.0,457 days 00:00:00.000000000,medium
253,ce,t0013848,Rent Change,3/31/2014,C5271M,12/1/2012,9/8/2014,610.0,1,675,1,1.0,20.0,161 days 00:00:00.000000000,medium
255,ce,t0013849,Rent Change,5/31/2013,C5273A,3/10/2012,,565.0,0,675,1,1.0,5.0,,medium
256,ce,t0013849,Rent Change,5/31/2014,C5273A,3/10/2012,5/31/2014,582.0,1,675,1,1.0,17.0,0 days 00:00:00.000000000,medium
259,ce,t0013851,Rent Change,6/30/2013,C5273C,6/11/2012,6/30/2014,570.0,1,675,1,1.0,10.0,365 days 00:00:00.000000000,medium
261,ce,t0013852,Rent Change,6/30/2013,C5273D,4/29/2011,12/31/2013,570.0,1,675,1,1.0,10.0,184 days 00:00:00.000000000,medium
263,ce,t0013853,Rent Change,6/30/2013,C5273E,5/10/2006,,580.0,0,675,1,1.0,10.0,,medium
264,ce,t0013853,Rent Change,6/30/2014,C5273E,5/10/2006,,597.0,0,675,1,1.0,17.0,,medium
265,ce,t0013853,Rent Change,6/30/2015,C5273E,5/10/2006,,615.0,0,675,1,1.0,18.0,,medium
266,ce,t0013853,Rent Change,6/30/2016,C5273E,5/10/2006,,645.0,0,675,1,1.0,30.0,,medium
267,ce,t0013853,Rent Change,6/30/2017,C5273E,5/10/2006,,667.0,0,675,1,1.0,22.0,,medium
268,ce,t0013853,Rent Change,6/30/2018,C5273E,5/10/2006,,700.0,0,675,1,1.0,33.0,,medium
270,ce,t0013854,Rent Change,12/1/2013,C5273F,11/9/2012,,597.0,0,675,1,1.0,27.0,,medium
271,ce,t0013854,Rent Change,7/31/2014,C5273F,11/9/2012,,615.0,0,675,1,1.0,18.0,,medium
272,ce,t0013854,Rent Change,3/31/2015,C5273F,11/9/2012,8/4/2015,621.0,1,675,1,1.0,6.0,126 days 00:00:00.000000000,medium
274,ce,t0013855,Rent Change,12/31/2013,C5273G,1/1/2013,3/15/2014,590.0,1,675,1,1.0,20.0,74 days 00:00:00.000000000,medium
276,ce,t0013856,Rent Change,9/1/2013,C5273H,8/9/2006,,590.0,0,675,1,1.0,20.0,,medium
277,ce,t0013856,Rent Change,7/31/2014,C5273H,8/9/2006,,608.0,0,675,1,1.0,18.0,,medium
278,ce,t0013856,Rent Change,4/30/2015,C5273H,8/9/2006,,619.0,0,675,1,1.0,11.0,,medium
279,ce,t0013856,Rent Change,5/1/2016,C5273H,8/9/2006,,639.0,0,675,1,1.0,20.0,,medium
280,ce,t0013856,Rent Change,4/30/2017,C5273H,8/9/2006,,667.0,0,675,1,1.0,28.0,,medium
281,ce,t0013856,Rent Change,4/30/2018,C5273H,8/9/2006,,700.0,0,675,1,1.0,33.0,,medium
283,ce,t0013858,Rent Change,9/30/2013,C5273K,9/12/2012,4/15/2015,610.0,1,675,1,1.0,20.0,562 days 00:00:00.000000000,medium
285,ce,t0013859,Rent Change,10/31/2013,C5273L,10/7/2010,,613.0,0,675,1,1.0,23.0,,medium
286,ce,t0013859,Rent Change,9/30/2014,C5273L,10/7/2010,,635.0,0,675,1,1.0,22.0,,medium
287,ce,t0013859,Rent Change,8/31/2015,C5273L,10/7/2010,,660.0,0,675,1,1.0,25.0,,medium
288,ce,t0013859,Rent Change,8/31/2016,C5273L,10/7/2010,,690.0,0,675,1,1.0,30.0,,medium
289,ce,t0013859,Rent Change,8/31/2017,C5273L,10/7/2010,8/31/2018,695.0,1,675,1,1.0,5.0,365 days 00:00:00.000000000,medium
291,ce,t0013860,Rent Change,6/30/2013,C5273M,2/26/2005,,600.0,0,675,1,1.0,15.0,,medium
292,ce,t0013860,Rent Change,5/31/2014,C5273M,2/26/2005,,618.0,0,675,1,1.0,18.0,,medium
293,ce,t0013860,Rent Change,5/31/2015,C5273M,2/26/2005,4/30/2016,637.0,1,675,1,1.0,19.0,335 days 00:00:00.000000000,medium
295,ce,t0013861,Rent Change,12/1/2013,C5303A,11/28/2012,11/11/2014,570.0,1,675,1,1.0,20.0,345 days 00:00:00.000000000,medium
298,ce,t0013863,Rent Change,6/30/2013,C5303C,11/27/2011,7/31/2013,560.0,1,675,1,1.0,10.0,31 days 00:00:00.000000000,medium
299,ce,t0013864,Rent Change,12/31/2018,S1456H,12/13/2017,,699.0,0,675,1,1.0,0.0,,medium
301,ce,t0013865,Rent Change,12/1/2013,C5303E,12/1/2012,,577.0,0,675,1,1.0,17.0,,medium
302,ce,t0013865,Rent Change,3/1/2015,C5303E,12/1/2012,2/13/2016,583.0,1,675,1,1.0,6.0,349 days 00:00:00.000000000,medium
304,ce,t0013867,Rent Change,2/28/2014,C5303G,2/7/2013,2/28/2015,580.0,1,675,1,1.0,20.0,365 days 00:00:00.000000000,medium
306,ce,t0013868,Rent Change,2/28/2014,C5303H,2/14/2013,,574.0,0,675,1,1.0,14.0,,medium
307,ce,t0013868,Rent Change,5/31/2015,C5303H,2/14/2013,5/31/2016,609.0,1,675,1,1.0,35.0,366 days 00:00:00.000000000,medium
312,ce,t0013873,Rent Change,6/30/2013,C5305A,6/13/2011,5/31/2014,560.0,1,675,1,1.0,10.0,335 days 00:00:00.000000000,medium
314,ce,t0013874,Rent Change,6/30/2013,C5305B,6/8/2012,6/30/2014,560.0,1,675,1,1.0,10.0,365 days 00:00:00.000000000,medium
316,ce,t0013875,Rent Change,6/30/2013,C5305C,6/1/2006,,560.0,0,675,1,1.0,10.0,,medium
317,ce,t0013875,Rent Change,6/30/2014,C5305C,6/1/2006,,577.0,0,675,1,1.0,17.0,,medium
318,ce,t0013875,Rent Change,6/30/2015,C5305C,6/1/2006,,594.0,0,675,1,1.0,17.0,,medium
319,ce,t0013875,Rent Change,6/30/2016,C5305C,6/1/2006,3/4/2017,624.0,1,675,1,1.0,30.0,247 days 00:00:00.000000000,medium
322,ce,t0013877,Rent Change,9/1/2013,C5305E,2/4/2011,,580.0,0,675,1,1.0,20.0,,medium
323,ce,t0013877,Rent Change,7/31/2014,C5305E,2/4/2011,,597.0,0,675,1,1.0,17.0,,medium
324,ce,t0013877,Rent Change,7/31/2015,C5305E,2/4/2011,10/31/2015,621.0,1,675,1,1.0,24.0,92 days 00:00:00.000000000,medium
327,ce,t0013879,Rent Change,2/28/2014,C5305G,2/22/2013,5/31/2015,574.0,1,675,1,1.0,14.0,457 days 00:00:00.000000000,medium
329,ce,t0013880,Rent Change,5/31/2013,C5305H,11/1/2002,,570.0,0,675,1,1.0,15.0,,medium
330,ce,t0013880,Rent Change,6/30/2015,C5305H,11/1/2002,6/30/2016,621.0,1,675,1,1.0,51.0,366 days 00:00:00.000000000,medium
332,ce,t0013881,Rent Change,10/31/2013,C5305J,8/29/2011,,590.0,0,675,1,1.0,20.0,,medium
333,ce,t0013881,Rent Change,11/1/2014,C5305J,8/29/2011,10/31/2015,608.0,1,675,1,1.0,18.0,364 days 00:00:00.000000000,medium
335,ce,t0013882,Rent Change,9/30/2013,C5305K,9/25/2011,9/30/2014,590.0,1,675,1,1.0,20.0,365 days 00:00:00.000000000,medium
337,ce,t0013883,Rent Change,12/1/2013,C5305L,2/28/2013,1/31/2014,628.0,1,675,1,1.0,58.0,61 days 00:00:00.000000000,medium
340,ce,t0013885,Rent Change,9/30/2013,C5307A,9/10/2012,12/31/2013,570.0,1,675,1,1.0,20.0,92 days 00:00:00.000000000,medium
342,ce,t0013886,Rent Change,6/30/2013,C5307B,7/1/2011,,560.0,0,675,1,1.0,10.0,,medium
343,ce,t0013886,Rent Change,5/31/2014,C5307B,7/1/2011,,577.0,0,675,1,1.0,17.0,,medium
344,ce,t0013886,Rent Change,5/31/2015,C5307B,7/1/2011,,594.0,0,675,1,1.0,17.0,,medium
345,ce,t0013886,Rent Change,5/31/2016,C5307B,7/1/2011,5/31/2017,619.0,1,675,1,1.0,25.0,365 days 00:00:00.000000000,medium
349,ce,t0013889,Rent Change,6/30/2013,C5307E,11/12/2000,,570.0,0,675,1,1.0,35.0,,medium
350,ce,t0013889,Rent Change,4/30/2014,C5307E,11/12/2000,,587.0,0,675,1,1.0,17.0,,medium
351,ce,t0013889,Rent Change,4/30/2015,C5307E,11/12/2000,,609.0,0,675,1,1.0,22.0,,medium
352,ce,t0013889,Rent Change,5/1/2016,C5307E,11/12/2000,2/10/2017,629.0,1,675,1,1.0,20.0,285 days 00:00:00.000000000,medium
354,ce,t0013890,Rent Change,8/1/2013,C5307F,7/10/2012,,580.0,0,675,1,1.0,20.0,,medium
355,ce,t0013890,Rent Change,7/31/2014,C5307F,7/10/2012,,597.0,0,675,1,1.0,17.0,,medium
356,ce,t0013890,Rent Change,7/31/2015,C5307F,7/10/2012,,609.0,0,675,1,1.0,12.0,,medium
357,ce,t0013890,Rent Change,7/31/2016,C5307F,7/10/2012,,644.0,0,675,1,1.0,35.0,,medium
358,ce,t0013890,Rent Change,7/31/2017,C5307F,7/10/2012,,683.0,0,675,1,1.0,39.0,,medium
359,ce,t0013890,Rent Change,7/31/2018,C5307F,7/10/2012,,704.0,0,675,1,1.0,21.0,,medium
361,ce,t0013891,Rent Change,6/30/2013,C5307G,5/1/2010,,570.0,0,675,1,1.0,15.0,,medium
362,ce,t0013891,Rent Change,6/30/2014,C5307G,5/1/2010,,587.0,0,675,1,1.0,17.0,,medium
363,ce,t0013891,Rent Change,6/30/2015,C5307G,5/1/2010,,605.0,0,675,1,1.0,18.0,,medium
364,ce,t0013891,Rent Change,6/30/2016,C5307G,5/1/2010,6/30/2017,635.0,1,675,1,1.0,30.0,365 days 00:00:00.000000000,medium
367,ce,t0013893,Rent Change,10/31/2013,C5307J,5/29/2004,2/28/2015,587.0,1,675,1,1.0,17.0,485 days 00:00:00.000000000,medium
369,ce,t0013894,Rent Change,9/30/2013,C5307K,9/23/2011,,585.0,0,675,1,1.0,15.0,,medium
370,ce,t0013894,Rent Change,1/1/2015,C5307K,9/23/2011,12/31/2015,597.0,1,675,1,1.0,12.0,364 days 00:00:00.000000000,medium
375,ce,t0013898,Rent Change,5/31/2014,C5322B,4/12/2013,5/31/2015,577.0,1,675,1,1.0,17.0,365 days 00:00:00.000000000,medium
377,ce,t0013899,Rent Change,12/31/2013,C5322C,12/12/2002,,590.0,0,675,1,1.0,20.0,,medium
378,ce,t0013899,Rent Change,1/1/2015,C5322C,12/12/2002,5/31/2015,602.0,1,675,1,1.0,12.0,150 days 00:00:00.000000000,medium
380,ce,t0013900,Rent Change,10/31/2013,C5322D,10/6/2012,9/30/2014,591.0,1,675,1,1.0,21.0,334 days 00:00:00.000000000,medium
382,ce,t0013901,Rent Change,6/30/2013,C5322E,4/13/2012,6/30/2014,580.0,1,675,1,1.0,15.0,365 days 00:00:00.000000000,medium
384,ce,t0013902,Rent Change,6/30/2013,C5322F,1/8/2010,,580.0,0,675,1,1.0,15.0,,medium
385,ce,t0013902,Rent Change,5/31/2014,C5322F,1/8/2010,,597.0,0,675,1,1.0,17.0,,medium
386,ce,t0013902,Rent Change,6/30/2015,C5322F,1/8/2010,,615.0,0,675,1,1.0,18.0,,medium
387,ce,t0013902,Rent Change,9/30/2016,C5322F,1/8/2010,4/27/2017,664.0,1,675,1,1.0,49.0,209 days 00:00:00.000000000,medium
389,ce,t0013903,Rent Change,9/1/2013,C5322G,8/27/2011,,590.0,0,675,1,1.0,20.0,,medium
390,ce,t0013903,Rent Change,9/1/2014,C5322G,8/27/2011,,610.0,0,675,1,1.0,20.0,,medium
391,ce,t0013903,Rent Change,8/31/2015,C5322G,8/27/2011,,644.0,0,675,1,1.0,34.0,,medium
392,ce,t0013903,Rent Change,8/31/2016,C5322G,8/27/2011,,674.0,0,675,1,1.0,30.0,,medium
393,ce,t0013903,Rent Change,8/31/2017,C5322G,8/27/2011,,679.0,0,675,1,1.0,5.0,,medium
394,ce,t0013903,Rent Change,8/31/2018,C5322G,8/27/2011,,709.0,0,675,1,1.0,30.0,,medium
399,ce,t0013905,Rent Change,6/30/2013,C5322J,1/27/2008,,590.0,0,675,1,1.0,15.0,,medium
400,ce,t0013905,Rent Change,7/31/2014,C5322J,1/27/2008,9/30/2014,608.0,1,675,1,1.0,18.0,61 days 00:00:00.000000000,medium
402,ce,t0013906,Rent Change,12/1/2013,C5322K,11/16/2012,,600.0,0,675,1,1.0,20.0,,medium
403,ce,t0013906,Rent Change,11/30/2014,C5322K,11/16/2012,,618.0,0,675,1,1.0,18.0,,medium
404,ce,t0013906,Rent Change,8/31/2015,C5322K,11/16/2012,,641.0,0,675,1,1.0,23.0,,medium
405,ce,t0013906,Rent Change,8/31/2016,C5322K,11/16/2012,,674.0,0,675,1,1.0,33.0,,medium
406,ce,t0013906,Rent Change,8/31/2017,C5322K,11/16/2012,9/30/2018,677.0,1,675,1,1.0,3.0,395 days 00:00:00.000000000,medium
409,ce,t0013908,Rent Change,9/1/2013,C5322M,8/17/2012,8/31/2015,610.0,1,675,1,1.0,20.0,729 days 00:00:00.000000000,medium
411,ce,t0013909,Rent Change,12/1/2013,C5324A,12/2/2003,,578.0,0,675,1,1.0,18.0,,medium
412,ce,t0013909,Rent Change,1/1/2015,C5324A,12/2/2003,,590.0,0,675,1,1.0,12.0,,medium
413,ce,t0013909,Rent Change,12/31/2015,C5324A,12/2/2003,,629.0,0,675,1,1.0,39.0,,medium
414,ce,t0013909,Rent Change,12/31/2016,C5324A,12/2/2003,,657.0,0,675,1,1.0,28.0,,medium
415,ce,t0013909,Rent Change,12/31/2017,C5324A,12/2/2003,,677.0,0,675,1,1.0,20.0,,medium
416,ce,t0013909,Rent Change,12/31/2018,C5324A,12/2/2003,,709.0,0,675,1,1.0,32.0,,medium
418,ce,t0013910,Rent Change,6/30/2013,C5324B,10/1/1992,,570.0,0,675,1,1.0,10.0,,medium
419,ce,t0013910,Rent Change,6/30/2014,C5324B,10/1/1992,,582.0,0,675,1,1.0,12.0,,medium
420,ce,t0013910,Rent Change,9/30/2015,C5324B,10/1/1992,,614.0,0,675,1,1.0,32.0,,medium
421,ce,t0013910,Rent Change,9/30/2016,C5324B,10/1/1992,,634.0,0,675,1,1.0,20.0,,medium
422,ce,t0013910,Rent Change,9/30/2017,C5324B,10/1/1992,,657.0,0,675,1,1.0,23.0,,medium
423,ce,t0013910,Rent Change,9/30/2018,C5324B,10/1/1992,,675.0,0,675,1,1.0,18.0,,medium
425,ce,t0013911,Rent Change,9/1/2013,C5324C,8/31/2012,,590.0,0,675,1,1.0,20.0,,medium
426,ce,t0013911,Rent Change,9/30/2014,C5324C,8/31/2012,7/18/2015,610.0,1,675,1,1.0,20.0,291 days 00:00:00.000000000,medium
428,ce,t0013912,Rent Change,8/1/2013,C5324D,7/25/2009,,590.0,0,675,1,1.0,20.0,,medium
429,ce,t0013912,Rent Change,7/31/2014,C5324D,7/25/2009,,608.0,0,675,1,1.0,18.0,,medium
430,ce,t0013912,Rent Change,7/31/2015,C5324D,7/25/2009,,626.0,0,675,1,1.0,18.0,,medium
431,ce,t0013912,Rent Change,7/31/2016,C5324D,7/25/2009,,654.0,0,675,1,1.0,28.0,,medium
432,ce,t0013912,Rent Change,7/31/2017,C5324D,7/25/2009,,739.0,0,675,1,1.0,85.0,,medium
433,ce,t0013912,Rent Change,7/31/2018,C5324D,7/25/2009,,695.0,0,675,1,1.0,-44.0,,medium
435,ce,t0013913,Rent Change,3/31/2014,C5324F,3/27/2004,,587.0,0,675,1,1.0,17.0,,medium
436,ce,t0013913,Rent Change,3/31/2015,C5324F,3/27/2004,,593.0,0,675,1,1.0,6.0,,medium
437,ce,t0013913,Rent Change,3/31/2016,C5324F,3/27/2004,,629.0,0,675,1,1.0,36.0,,medium
438,ce,t0013913,Rent Change,3/31/2018,C5324F,3/27/2004,,667.0,0,675,1,1.0,38.0,,medium
440,ce,t0013914,Rent Change,3/31/2014,C5324G,4/1/2013,2/2/2015,587.0,1,675,1,1.0,17.0,308 days 00:00:00.000000000,medium
442,ce,t0013915,Rent Change,12/1/2013,C5324H,11/16/2012,,590.0,0,675,1,1.0,20.0,,medium
443,ce,t0013915,Rent Change,11/30/2014,C5324H,11/16/2012,,608.0,0,675,1,1.0,18.0,,medium
444,ce,t0013915,Rent Change,11/30/2015,C5324H,11/16/2012,,629.0,0,675,1,1.0,21.0,,medium
445,ce,t0013915,Rent Change,11/30/2016,C5324H,11/16/2012,,667.0,0,675,1,1.0,38.0,,medium
446,ce,t0013915,Rent Change,12/1/2017,C5324H,11/16/2012,,677.0,0,675,1,1.0,10.0,,medium
447,ce,t0013915,Rent Change,11/30/2018,C5324H,11/16/2012,,708.0,0,675,1,1.0,31.0,,medium
449,ce,t0013916,Rent Change,5/31/2013,C5324J,2/12/1998,,580.0,0,675,1,1.0,5.0,,medium
450,ce,t0013916,Rent Change,4/30/2014,C5324J,2/12/1998,10/5/2014,597.0,1,675,1,1.0,17.0,158 days 00:00:00.000000000,medium
453,ce,t0013918,Rent Change,6/30/2013,C5324L,2/11/2005,,600.0,0,675,1,1.0,15.0,,medium
454,ce,t0013918,Rent Change,7/31/2014,C5324L,2/11/2005,6/30/2015,618.0,1,675,1,1.0,18.0,334 days 00:00:00.000000000,medium
457,ce,t0013920,Rent Change,8/1/2013,C5326A,10/1/1999,12/31/2013,580.0,1,675,1,1.0,20.0,152 days 00:00:00.000000000,medium
460,ce,t0013922,Rent Change,12/1/2013,C5326C,10/22/2010,,590.0,0,675,1,1.0,20.0,,medium
461,ce,t0013922,Rent Change,11/1/2014,C5326C,10/22/2010,11/6/2015,609.0,1,675,1,1.0,19.0,370 days 00:00:00.000000000,medium
464,ce,t0013925,Rent Change,9/1/2013,C5326F,8/27/2012,8/31/2013,590.0,1,675,1,1.0,20.0,-1 days +00:00:00.000000000,medium
466,ce,t0013926,Rent Change,9/30/2013,C5326G,9/29/2007,,588.0,0,675,1,1.0,18.0,,medium
467,ce,t0013926,Rent Change,11/1/2014,C5326G,9/29/2007,,607.0,0,675,1,1.0,19.0,,medium
468,ce,t0013926,Rent Change,11/1/2015,C5326G,9/29/2007,,629.0,0,675,1,1.0,22.0,,medium
469,ce,t0013926,Rent Change,10/31/2016,C5326G,9/29/2007,,654.0,0,675,1,1.0,25.0,,medium
470,ce,t0013926,Rent Change,10/31/2017,C5326G,9/29/2007,,667.0,0,675,1,1.0,13.0,,medium
471,ce,t0013926,Rent Change,10/31/2018,C5326G,9/29/2007,,695.0,0,675,1,1.0,28.0,,medium
475,ce,t0013929,Rent Change,6/30/2013,C5326K,1/17/2011,,590.0,0,675,1,1.0,15.0,,medium
476,ce,t0013929,Rent Change,7/31/2014,C5326K,1/17/2011,5/10/2015,608.0,1,675,1,1.0,18.0,283 days 00:00:00.000000000,medium
478,ce,t0013930,Rent Change,6/30/2013,C5326L,7/1/1996,,600.0,0,675,1,1.0,10.0,,medium
479,ce,t0013930,Rent Change,6/30/2014,C5326L,7/1/1996,,618.0,0,675,1,1.0,18.0,,medium
480,ce,t0013930,Rent Change,6/30/2015,C5326L,7/1/1996,,637.0,0,675,1,1.0,19.0,,medium
481,ce,t0013930,Rent Change,6/30/2016,C5326L,7/1/1996,,667.0,0,675,1,1.0,30.0,,medium
482,ce,t0013930,Rent Change,6/30/2017,C5326L,7/1/1996,,687.0,0,675,1,1.0,20.0,,medium
483,ce,t0013930,Rent Change,6/30/2018,C5326L,7/1/1996,,721.0,0,675,1,1.0,34.0,,medium
485,ce,t0013931,Rent Change,9/1/2013,C5326M,8/19/2006,,610.0,0,675,1,1.0,20.0,,medium
486,ce,t0013931,Rent Change,9/1/2014,C5326M,8/19/2006,,630.0,0,675,1,1.0,20.0,,medium
487,ce,t0013931,Rent Change,8/31/2015,C5326M,8/19/2006,,655.0,0,675,1,1.0,25.0,,medium
488,ce,t0013931,Rent Change,8/31/2016,C5326M,8/19/2006,,684.0,0,675,1,1.0,29.0,,medium
489,ce,t0013931,Rent Change,8/31/2017,C5326M,8/19/2006,,687.0,0,675,1,1.0,3.0,,medium
490,ce,t0013931,Rent Change,8/31/2018,C5326M,8/19/2006,,719.0,0,675,1,1.0,32.0,,medium
492,ce,t0013932,Rent Change,6/30/2013,S1450A,5/9/2012,5/31/2014,570.0,1,675,1,1.0,10.0,335 days 00:00:00.000000000,medium
495,ce,t0013934,Rent Change,9/1/2013,S1450C,8/17/2012,8/31/2014,580.0,1,675,1,1.0,20.0,364 days 00:00:00.000000000,medium
498,ce,t0013937,Rent Change,9/30/2013,S1450F,9/13/2003,,590.0,0,675,1,1.0,20.0,,medium
499,ce,t0013937,Rent Change,9/30/2014,S1450F,9/13/2003,,609.0,0,675,1,1.0,19.0,,medium
500,ce,t0013937,Rent Change,1/31/2015,S1450F,9/13/2003,,608.0,0,675,1,1.0,-1.0,,medium
501,ce,t0013937,Rent Change,9/30/2015,S1450F,9/13/2003,9/30/2015,632.0,1,675,1,1.0,24.0,0 days 00:00:00.000000000,medium
503,ce,t0013938,Rent Change,2/28/2014,S1450G,2/20/2013,5/31/2015,584.0,1,675,1,1.0,14.0,457 days 00:00:00.000000000,medium
505,ce,t0013939,Rent Change,6/30/2013,S1450H,7/17/2004,,580.0,0,675,1,1.0,10.0,,medium
506,ce,t0013939,Rent Change,6/30/2014,S1450H,7/17/2004,6/30/2015,597.0,1,675,1,1.0,17.0,365 days 00:00:00.000000000,medium
508,ce,t0013940,Rent Change,8/1/2013,S1450J,7/17/2009,,600.0,0,675,1,1.0,20.0,,medium
509,ce,t0013940,Rent Change,7/31/2014,S1450J,7/17/2009,,618.0,0,675,1,1.0,18.0,,medium
510,ce,t0013940,Rent Change,7/31/2015,S1450J,7/17/2009,,629.0,0,675,1,1.0,11.0,,medium
511,ce,t0013940,Rent Change,7/31/2016,S1450J,7/17/2009,7/31/2017,664.0,1,675,1,1.0,35.0,365 days 00:00:00.000000000,medium
514,ce,t0013942,Rent Change,6/30/2013,S1450L,7/28/2011,11/30/2013,590.0,1,675,1,1.0,15.0,153 days 00:00:00.000000000,medium
519,ce,t0013948,Rent Change,9/30/2013,S1452E,9/16/2011,9/30/2014,590.0,1,675,1,1.0,20.0,365 days 00:00:00.000000000,medium
521,ce,t0013949,Rent Change,10/31/2013,S1452F,10/30/2003,,587.0,0,675,1,1.0,17.0,,medium
522,ce,t0013949,Rent Change,1/31/2015,S1452F,10/30/2003,,605.0,0,675,1,1.0,18.0,,medium
523,ce,t0013949,Rent Change,1/31/2016,S1452F,10/30/2003,,641.0,0,675,1,1.0,36.0,,medium
524,ce,t0013949,Rent Change,1/31/2018,S1452F,10/30/2003,2/28/2018,665.0,1,675,1,1.0,24.0,28 days 00:00:00.000000000,medium
526,ce,t0013950,Rent Change,5/31/2013,S1452G,1/14/2012,,570.0,0,675,1,1.0,5.0,,medium
527,ce,t0013950,Rent Change,6/30/2013,S1452G,1/14/2012,9/9/2013,580.0,1,675,1,1.0,10.0,71 days 00:00:00.000000000,medium
532,ce,t0013956,Rent Change,9/1/2013,S1454B,9/1/2007,9/30/2013,580.0,1,675,1,1.0,20.0,29 days 00:00:00.000000000,medium
535,ce,t0013958,Rent Change,2/28/2014,S1454D,2/6/2009,,574.0,0,675,1,1.0,14.0,,medium
536,ce,t0013958,Rent Change,5/31/2015,S1454D,2/6/2009,,591.0,0,675,1,1.0,17.0,,medium
537,ce,t0013958,Rent Change,5/31/2016,S1454D,2/6/2009,,629.0,0,675,1,1.0,38.0,,medium
538,ce,t0013958,Rent Change,5/31/2017,S1454D,2/6/2009,,729.0,0,675,1,1.0,100.0,,medium
539,ce,t0013958,Rent Change,6/30/2017,S1454D,2/6/2009,,629.0,0,675,1,1.0,-100.0,,medium
540,ce,t0013958,Rent Change,5/31/2018,S1454D,2/6/2009,,669.0,0,675,1,1.0,40.0,,medium
547,ce,t0013965,Rent Change,6/30/2013,S1454L,9/21/2007,,600.0,0,675,1,1.0,15.0,,medium
548,ce,t0013965,Rent Change,7/31/2014,S1454L,9/21/2007,,618.0,0,675,1,1.0,18.0,,medium
549,ce,t0013965,Rent Change,8/31/2015,S1454L,9/21/2007,,651.0,0,675,1,1.0,33.0,,medium
550,ce,t0013965,Rent Change,7/31/2016,S1454L,9/21/2007,,674.0,0,675,1,1.0,23.0,,medium
551,ce,t0013965,Rent Change,7/31/2017,S1454L,9/21/2007,10/5/2017,687.0,1,675,1,1.0,13.0,66 days 00:00:00.000000000,medium
553,ce,t0013966,Rent Change,4/30/2014,S1454M,4/12/2013,,597.0,0,675,1,1.0,17.0,,medium
554,ce,t0013966,Rent Change,4/30/2015,S1454M,4/12/2013,,629.0,0,675,1,1.0,32.0,,medium
555,ce,t0013966,Rent Change,5/1/2016,S1454M,4/12/2013,,649.0,0,675,1,1.0,20.0,,medium
556,ce,t0013966,Rent Change,4/30/2017,S1454M,4/12/2013,5/11/2017,677.0,1,675,1,1.0,28.0,11 days 00:00:00.000000000,medium
558,ce,t0013967,Rent Change,9/1/2013,S1456A,8/30/2010,,580.0,0,675,1,1.0,20.0,,medium
559,ce,t0013967,Rent Change,9/1/2014,S1456A,8/30/2010,1/31/2015,610.0,1,675,1,1.0,30.0,152 days 00:00:00.000000000,medium
563,ce,t0013971,Rent Change,6/30/2013,S1456E,1/17/2009,7/12/2014,580.0,1,675,1,1.0,15.0,377 days 00:00:00.000000000,medium
565,ce,t0013972,Rent Change,10/31/2013,S1456F,11/1/2002,6/25/2014,587.0,1,675,1,1.0,17.0,237 days 00:00:00.000000000,medium
570,ce,t0013974,Rent Change,9/1/2013,S1456H,8/31/2012,11/10/2014,580.0,1,675,1,1.0,10.0,435 days 00:00:00.000000000,medium
573,ce,t0013976,Rent Change,8/1/2013,S1456K,1/29/2013,9/6/2013,610.0,1,675,1,1.0,20.0,36 days 00:00:00.000000000,medium
575,ce,t0013977,Rent Change,6/30/2013,S1456L,5/26/2010,,600.0,0,675,1,1.0,10.0,,medium
576,ce,t0013977,Rent Change,6/30/2014,S1456L,5/26/2010,6/30/2015,618.0,1,675,1,1.0,18.0,365 days 00:00:00.000000000,medium
579,ce,t0013978,Rent Change,9/30/2014,S1456M,2/27/2010,8/31/2015,630.0,1,675,1,1.0,20.0,335 days 00:00:00.000000000,medium
582,ce,t0013980,Rent Change,6/30/2013,S1458B,7/1/2004,,570.0,0,675,1,1.0,10.0,,medium
583,ce,t0013980,Rent Change,6/30/2014,S1458B,7/1/2004,,582.0,0,675,1,1.0,12.0,,medium
584,ce,t0013980,Rent Change,9/30/2015,S1458B,7/1/2004,,621.0,0,675,1,1.0,39.0,,medium
585,ce,t0013980,Rent Change,9/30/2016,S1458B,7/1/2004,,654.0,0,675,1,1.0,33.0,,medium
586,ce,t0013980,Rent Change,9/30/2018,S1458B,7/1/2004,,675.0,0,675,1,1.0,21.0,,medium
589,ce,t0013983,Rent Change,5/31/2013,S1458E,10/20/2012,8/31/2013,595.0,1,675,1,1.0,25.0,92 days 00:00:00.000000000,medium
593,ce,t0013986,Rent Change,9/30/2013,S1458H,9/28/2012,,591.0,0,675,1,1.0,21.0,,medium
